comment_id,username,text,created_at_utc,like_count
17913154407196865,coritoparedes,Start the Judicial Process ! Put all those Guilty of Graft & Corruption to Death Penalty,2025-09-17 11:36:30+00:00,0
17969050976958128,mariemarieschuck,"They don’t really care about the country. There’s no love or patriotism . To go through these lengths to deceive means they hate the people . They just care about taking as money as they can . They enter Government for the sole purpose of stealing and taking the resources for themselves. Thats their game and the better they are at lying , making alliances and hiding that money is what makes them ’successful’ . It’s inevitable that these corrupt politicians and their families, their connections will have a tsunami of angry mob right outside their doorstep. It’s karmic retribution but the sad part of that is they left their karma/ legacy/ effect of incompetence, mediocrity, selfish ambition and corruption behind. I hope when the masses do get angry, it would be with purpose and they don’t get carried away and put into power strong men authoritarian types. I hope we learn from this awful tragedy",2025-09-17 11:11:21+00:00,0
17842000281583352,karloskaroskie,"It might surprise you, but this also happens in Australia. The construction companies then usually declare bankruptcy, which let's them escape consequences if they're an LLC and not an individual. Later they rename and reopen",2025-09-17 11:09:42+00:00,0
17849169117528038,romelloromellow,We’re at an age where you get what you voted for,2025-09-17 10:19:07+00:00,0
18096350827648603,mav9tail,If the problem is them dont depend on them to solve the peoples major corruption problem. Wake up Philippines this is our land,2025-09-17 09:42:34+00:00,0
18022877255548509,novs_g,Recover the funds and put the people responsible in jail,2025-09-17 08:59:18+00:00,0
18176495497348553,rachluvvv29,What the fugde,2025-09-17 08:38:25+00:00,0
18043480628378359,mymy_625,That's for weep holes,2025-09-17 08:27:48+00:00,0
18145368214408650,7ngrakira,This guy is crazy hahahaha,2025-09-17 08:19:06+00:00,0
18109642135488319,vanessa_abellera,Nakakasuka ang korapsyon sa Pilipinas! Ginawang joke ang mga Pilipino. 😢😡,2025-09-17 07:47:55+00:00,0
18081057656477047,the_son_of_ben,"I'm no engineer nor do I condone the corruption but I'm pretty sure these are weep holes to prevent water build up behind the concrete (dry side). Without this it, would lead to the structures failure. If you think about it, why would a pipe go from one side to the other? It would defeat the purpose of keeping the water contained in the first place. In short, these free standing pipes serve a purpose. The execution and quality is another topic but these politicians should do a bit of research before critising but I expect these journalists to do some fact checking too. It's a bit poor in all honesty",2025-09-17 07:34:38+00:00,0
18105018595581906,8bitnpc,Pambile ng kotse na may payong,2025-09-17 07:07:51+00:00,0
17874420417419794,barkmission,not even substandard. absolutely useless,2025-09-17 06:33:11+00:00,0
18111819586539280,jedi_ary,Basin Kutob ra sa inspeksyon ha pero walay ma preso na dakong tae ay tao diay,2025-09-17 06:32:39+00:00,0
17987598758850263,aryentarg,"""Officials could not provide other details"" Lokohan na naman. Sino ba pinoprotektahan nyo",2025-09-17 06:02:38+00:00,0
18531567688005232,ginnyguz,Public execution is what they deserve,2025-09-17 05:51:22+00:00,0
18040383764429447,chafadul,May props pa talaga. Intensyong mangloko talaga ng mga kurap. Panagutin! Ikulong ang lahat ng napangalanan na,2025-09-17 04:41:42+00:00,0
18411420493113246,pkpcola,Pray for the Filipino people...fight. The corruption is beyond comprehension and systematic,2025-09-17 03:41:17+00:00,0
17924988012134942,greenity7,Hndi paba ebedensya yan para mapkulong ang contractor? Harap harapan nanamn na gaguhan,2025-09-17 03:19:16+00:00,0
17919373755156877,mergeronimo,We all know the shortcuts & shortchanging!Time to punish all involved!😡😡,2025-09-17 02:57:36+00:00,0
18076295831474704,bealedesma,Whoa that’s evil,2025-09-17 02:36:30+00:00,0
18131931931458247,carasal,So gross 🤮🤮🤮,2025-09-17 02:12:52+00:00,0
18077250956293555,chiuleny8888,"So so sub standard like the pouring of cement, column grid were cheaply installed.😡😡",2025-09-17 01:58:10+00:00,0
18417806584109076,purplerainboww,Hulihin na yang mga mandarambong! Puro kayo balita at pag iimbistiga. Nag imbistiga na ang Dyos at puro palpak ang flood control nyo,2025-09-17 01:57:10+00:00,0
18126409015474049,__9mkix,si herbert bautista nakulong sa ginawa nya tapos eto harapan na mga pruweba pero wala parin nakukulong 😂😂😂,2025-09-17 01:03:33+00:00,0
17854260963535739,tommeneses,FIND THE CULPRITS AND MAKE THEM PAY WITH ASSET FORTEITURE AND PRISON TIME,2025-09-17 01:02:56+00:00,0
18024826502722226,mdlgdo,Substandard? 😂 tang ina nyu di na substandard yan,2025-09-17 00:50:55+00:00,0
18067490621211684,dworldwelive,These people no shame at all! They are the worst of the worst human being,2025-09-17 00:33:38+00:00,0
18090305188817742,dm8yb0nd,daanan po yan ng moisture ng lupa pero tinipid talaga sa bakal hahaha,2025-09-17 00:11:55+00:00,0
18135578563436048,santamonicachai,Grabe! Corrupt to the max,2025-09-17 00:10:26+00:00,0
18063540983604523,donwisho,Still no one has been convicted 🤨,2025-09-17 00:01:49+00:00,0
18095981032637124,jeffbarrass,"They stole, they allowed people to die, there should be no discussion, only jail",2025-09-17 00:01:27+00:00,0
18042070226681064,mnlmrsinister,Mas.magaling talaga si foreman kaysa kay engineer pag mga anomalya,2025-09-16 23:56:05+00:00,0
17909190513216301,annfathomable,Pano yung sa philhealth? Yung sa iba na tinaasan niyp pa lalo ng contribution sino nanagot doon? Pinaresign or ano? Ano ba,2025-09-16 23:44:53+00:00,0
18056023364392939,anna_bau616,What about Mark Villar,2025-09-15 16:01:34+00:00,0
18074599217086127,abe_ka_14ever,Dismissed? How about putting them to prison? Unfair naman kung hindi sila makukulong at kukunin ang mga ari arian nila! 🔥🔥🔥,2025-09-15 21:13:54+00:00,0
18065643002209311,ydnanny,"Grabe n to,tama nga po c Sen.Lacson dpat po d2 panagutin din at makulong",2025-09-16 22:54:14+00:00,0
18041245847405478,ira.corner2024,"Bakit hindi i penalize for their actions? Pag private employee to, sibak ka na, may case pa",2025-09-16 02:30:39+00:00,0
18082877755931249,nanz_ontherocks,La son is right,2025-09-15 20:11:18+00:00,0
18093504103669809,dinoguan126,dismissal lang? di nakulong,2025-09-15 20:02:25+00:00,0
17872068012425736,jangoinocencio,ikulong Sec.bonoan and his co owner of MBB..sindicate tge govt..2.5billions,2025-09-17 14:01:03+00:00,0
18536992399001999,danmags1958,Firing squad for them is meritorious,2025-09-17 01:37:01+00:00,0
18038415200473468,ai_ron,"kasuhan na mga yan, may proof of securing the contract then no project exist or in assessment not worth the cost…enough basis to file charges to everyone involved may conflict of interest sa politician",2025-09-16 23:16:53+00:00,0
18068296676465929,idannlouis,Shameful disgusting appalling. All corrupt,2025-09-16 23:08:30+00:00,0
18317221525242867,jpg525,Tell me walang influence si Bonoan para ma-award ang projects sa mga kasosyo ng anak nya sa negosyo. Kaya yang divestment hindi lang dapat sa public officials. Dapat pati families nila walang negosyo na kaylangang protektahan at palakihin,2025-09-16 05:26:28+00:00,0
18074974609870172,missrexygo,These demonyos should be jailed and have their assets frozen and given back to the public,2025-09-16 05:23:35+00:00,0
17991148244702260,riveragronsky,Kaya protektado kasi tiba tiba,2025-09-16 05:18:09+00:00,0
18080665211502294,chikitita71,"Pano yan? Cayetano mentioned wala da wala batas na dapat isauli yung nakaw na pera by the accused. Kaya naman pala ang tatapang nilang magnakaw through the years. Mag assign/deploy lang sila ng pawn/bagman, mission accomplished na! Hence, colateral damage na lang tayo? Saan papunta ito? Di sapat ang imprisonment! Di ba na palaya nga ang plunderers? Nakaka pagod nang umasa!😢 😢😢",2025-09-16 02:08:16+00:00,0
18326981974230109,yenguccia,"Senators and congressmen, governors and mayors meron din mga yan",2025-09-15 22:12:28+00:00,0
18173872141345514,gynelsnapshots,They should rot in jail! This how you study and steal hard people money huh,2025-09-15 21:50:22+00:00,0
17946150750043888,kathbicaldo,Who's who .. reveals who walks free.. isn’t just about corruption — it’s about the network that Protects it.A strategic cover up to a corrupt systems for the political survival. #TruthWithAccountability #DiscerningVoicesMatter,2025-09-15 16:53:18+00:00,0
